Carcass Drop,Site,Flood,Season,Habitat,Species,group_size,event_length
3SD,5,After Flood,Cool,Closed,Corvid,1,0
3SD,5,After Flood,Cool,Closed,Corvid,2,0
3SD,5,After Flood,Cool,Closed,Corvid,2,0
3SD,5,After Flood,Cool,Closed,Corvid,2,0
3SD,5,After Flood,Cool,Closed,Corvid,1,0
3SD,5,After Flood,Cool,Closed,LittleCrow,2,9
3SD,5,After Flood,Cool,Closed,Corvid,2,16
3SD,5,After Flood,Cool,Closed,Corvid,2,0
3SD,5,After Flood,Cool,Closed,Corvid,2,0
3SD,5,After Flood,Cool,Closed,Corvid,2,3
3SD,5,After Flood,Cool,Closed,Corvid,1,0
3SD,5,After Flood,Cool,Closed,Corvid,2,0
3SD,5,After Flood,Cool,Closed,Corvid,2,0
3SD,5,After Flood,Cool,Closed,Corvid,1,0
3SD,5,After Flood,Cool,Closed,Corvid,1,0
3SD,5,After Flood,Cool,Closed,Corvid,1,0
3SD,5,After Flood,Cool,Closed,Corvid,2,1
3SD,5,After Flood,Cool,Closed,Corvid,1,1
3SD,5,After Flood,Cool,Closed,Corvid,2,0
3SD,5,After Flood,Cool,Closed,Corvid,2,0
3SD,5,After Flood,Cool,Closed,Corvid,2,3
3SD,5,After Flood,Cool,Closed,Corvid,2,0
3SD,5,After Flood,Cool,Closed,Corvid,2,6
3SD,5,After Flood,Cool,Closed,Corvid,2,0
3SD,5,After Flood,Cool,Closed,Corvid,1,0
3SD,5,After Flood,Cool,Closed,Corvid,1,0
3SD,5,After Flood,Cool,Closed,Corvid,2,0
3SD,5,After Flood,Cool,Closed,Corvid,2,2
3SD,5,After Flood,Cool,Closed,Corvid,1,0
3SD,5,After Flood,Cool,Closed,Corvid,2,0
3SD,5,After Flood,Cool,Closed,Corvid,2,19
3SD,5,After Flood,Cool,Closed,Corvid,1,2
3SD,5,After Flood,Cool,Closed,Corvid,2,5
3SD,5,After Flood,Cool,Closed,Corvid,1,0
3SD,5,After Flood,Cool,Closed,Corvid,1,0
3SD,5,After Flood,Cool,Closed,Corvid,1,23
3SD,5,After Flood,Cool,Closed,Corvid,1,0
3SD,5,After Flood,Cool,Closed,Corvid,1,7
3SD,5,After Flood,Cool,Closed,Corvid,2,18
3SD,5,After Flood,Cool,Closed,Corvid,1,1
3SD,5,After Flood,Cool,Closed,Corvid,2,6
3SD,5,After Flood,Cool,Closed,Corvid,1,15
3SD,5,After Flood,Cool,Closed,Corvid,1,0
3SD,5,After Flood,Cool,Closed,Corvid,2,1
3SD,5,After Flood,Cool,Closed,Corvid,1,0
3SD,5,After Flood,Cool,Closed,Corvid,2,0
3SD,5,After Flood,Cool,Closed,Corvid,1,11
3SD,5,After Flood,Cool,Closed,Corvid,2,0
3SD,5,After Flood,Cool,Closed,Corvid,2,0
3SD,5,After Flood,Cool,Closed,Corvid,1,0
3SD,6,After Flood,Cool,Open,Corvid,2,26
3SD,6,After Flood,Cool,Open,Corvid,1,0
3SD,6,After Flood,Cool,Open,Corvid,1,4
3SD,6,After Flood,Cool,Open,Corvid,1,3
3SD,6,After Flood,Cool,Open,Corvid,3,22
3SD,6,After Flood,Cool,Open,Corvid,2,68
3SD,6,After Flood,Cool,Open,Corvid,1,0
3SD,6,After Flood,Cool,Open,Corvid,1,0
3SD,6,After Flood,Cool,Open,Corvid,1,0
3SD,6,After Flood,Cool,Open,Corvid,4,14
3SD,6,After Flood,Cool,Open,Corvid,4,6
3SD,6,After Flood,Cool,Open,Corvid,2,0
3SD,6,After Flood,Cool,Open,Corvid,2,16
3SD,6,After Flood,Cool,Open,Corvid,1,0
3SD,6,After Flood,Cool,Open,Corvid,1,3
3SD,6,After Flood,Cool,Open,Corvid,1,3
3SD,6,After Flood,Cool,Open,Corvid,1,0
3SD,6,After Flood,Cool,Open,LittleCrow,9,54
3SD,6,After Flood,Cool,Open,Corvid,2,5
3SD,6,After Flood,Cool,Open,Corvid,7,10
3SD,6,After Flood,Cool,Open,Corvid,2,5
3SD,6,After Flood,Cool,Open,Corvid,1,2
3SD,6,After Flood,Cool,Open,Corvid,2,11
3SD,6,After Flood,Cool,Open,Corvid,2,16
3SD,6,After Flood,Cool,Open,Corvid,2,5
3SD,6,After Flood,Cool,Open,Corvid,2,0
3SD,6,After Flood,Cool,Open,Corvid,1,2
3SD,6,After Flood,Cool,Open,Corvid,2,12
3SD,6,After Flood,Cool,Open,Corvid,2,6
3SD,6,After Flood,Cool,Open,Corvid,2,20
3SD,6,After Flood,Cool,Open,Corvid,1,0
3SD,6,After Flood,Cool,Open,Corvid,1,0
3SD,6,After Flood,Cool,Open,Corvid,2,2
3SD,6,After Flood,Cool,Open,Corvid,1,0
3SD,6,After Flood,Cool,Open,Corvid,2,10
3SD,6,After Flood,Cool,Open,Corvid,2,0
3SD,6,After Flood,Cool,Open,Corvid,2,7
3SD,6,After Flood,Cool,Open,Corvid,16,2
3SD,6,After Flood,Cool,Open,Corvid,1,0
3SD,6,After Flood,Cool,Open,Corvid,2,0
3SD,6,After Flood,Cool,Open,Corvid,4,16
3SD,6,After Flood,Cool,Open,Corvid,1,0
3SD,6,After Flood,Cool,Open,Corvid,1,0
3SD,6,After Flood,Cool,Open,Corvid,5,10
3SD,6,After Flood,Cool,Open,Corvid,5,9
3SD,6,After Flood,Cool,Open,Corvid,2,8
3SD,6,After Flood,Cool,Open,Corvid,2,11
3SD,6,After Flood,Cool,Open,Corvid,2,2
3SD,6,After Flood,Cool,Open,Corvid,3,26
3SD,6,After Flood,Cool,Open,Corvid,1,8
3SD,6,After Flood,Cool,Open,Corvid,2,7
3SD,6,After Flood,Cool,Open,LittleCrow,2,13
3SD,6,After Flood,Cool,Open,Corvid,2,0
3SD,6,After Flood,Cool,Open,Corvid,3,11
3SD,6,After Flood,Cool,Open,Corvid,1,0
3SD,6,After Flood,Cool,Open,Corvid,2,0
3SD,6,After Flood,Cool,Open,Corvid,2,13
3SD,6,After Flood,Cool,Open,Corvid,2,17
3SD,6,After Flood,Cool,Open,Corvid,2,20
3SD,6,After Flood,Cool,Open,Corvid,2,9
3SD,6,After Flood,Cool,Open,Corvid,2,11
3SD,6,After Flood,Cool,Open,Corvid,2,10
3SD,6,After Flood,Cool,Open,Corvid,2,18
3SD,6,After Flood,Cool,Open,LittleCrow,2,0
3SD,6,After Flood,Cool,Open,Corvid,2,0
3SD,6,After Flood,Cool,Open,Corvid,2,5
3SD,6,After Flood,Cool,Open,LittleCrow,2,0
3SD,6,After Flood,Cool,Open,Corvid,2,1
3SD,6,After Flood,Cool,Open,Corvid,1,1
3SD,6,After Flood,Cool,Open,Corvid,2,1
3SD,6,After Flood,Cool,Open,Corvid,2,0
3SD,6,After Flood,Cool,Open,Corvid,2,0
3SD,6,After Flood,Cool,Open,Corvid,2,11
3SD,6,After Flood,Cool,Open,Corvid,2,6
3SD,6,After Flood,Cool,Open,Corvid,1,3
3SD,6,After Flood,Cool,Open,Corvid,2,0
3SD,6,After Flood,Cool,Open,Corvid,2,8
3SD,6,After Flood,Cool,Open,Corvid,1,0
3SD,6,After Flood,Cool,Open,Corvid,2,12
3SD,6,After Flood,Cool,Open,Corvid,2,3
3SD,6,After Flood,Cool,Open,Corvid,2,0
3SD,6,After Flood,Cool,Open,Corvid,2,1
3SD,6,After Flood,Cool,Open,Corvid,2,0
3SD,6,After Flood,Cool,Open,Corvid,2,0
3SD,6,After Flood,Cool,Open,Corvid,1,0
3SD,6,After Flood,Cool,Open,Corvid,2,2
3SD,6,After Flood,Cool,Open,Corvid,1,4
3SD,6,After Flood,Cool,Open,Corvid,2,1
3SD,6,After Flood,Cool,Open,Corvid,2,3
3SD,6,After Flood,Cool,Open,Corvid,1,1
3SD,6,After Flood,Cool,Open,Corvid,1,0
3SD,7,After Flood,Cool,Closed,Corvid,1,0
3SD,7,After Flood,Cool,Closed,Corvid,2,26
3SD,7,After Flood,Cool,Closed,Corvid,1,0
3SD,7,After Flood,Cool,Closed,Corvid,1,4
3SD,7,After Flood,Cool,Closed,Corvid,2,0
3SD,7,After Flood,Cool,Closed,Corvid,1,0
3SD,7,After Flood,Cool,Closed,Corvid,2,15
3SD,7,After Flood,Cool,Closed,Corvid,2,16
3SD,7,After Flood,Cool,Closed,Corvid,1,6
3SD,7,After Flood,Cool,Closed,Corvid,2,0
3SD,7,After Flood,Cool,Closed,Corvid,2,7
3SD,7,After Flood,Cool,Closed,Corvid,2,0
3SD,7,After Flood,Cool,Closed,Corvid,2,9
3SD,7,After Flood,Cool,Closed,Corvid,1,0
3SD,7,After Flood,Cool,Closed,Corvid,2,11
3SD,7,After Flood,Cool,Closed,Corvid,2,21
3SD,7,After Flood,Cool,Closed,Corvid,2,20
3SD,7,After Flood,Cool,Closed,Corvid,2,8
3SD,7,After Flood,Cool,Closed,Corvid,2,9
3SD,7,After Flood,Cool,Closed,Corvid,1,0
3SD,7,After Flood,Cool,Closed,Corvid,2,6
3SD,7,After Flood,Cool,Closed,Corvid,1,4
3SD,7,After Flood,Cool,Closed,Corvid,1,2
3SD,7,After Flood,Cool,Closed,Corvid,2,17
3SD,7,After Flood,Cool,Closed,Corvid,1,0
3SD,7,After Flood,Cool,Closed,Corvid,2,16
3SD,7,After Flood,Cool,Closed,Corvid,2,23
3SD,7,After Flood,Cool,Closed,Corvid,2,2
3SD,7,After Flood,Cool,Closed,Corvid,2,0
3SD,7,After Flood,Cool,Closed,Corvid,2,13
3SD,7,After Flood,Cool,Closed,Corvid,1,0
3SD,7,After Flood,Cool,Closed,Corvid,2,2
3SD,7,After Flood,Cool,Closed,Corvid,1,0
3SD,7,After Flood,Cool,Closed,Corvid,2,1
3SD,7,After Flood,Cool,Closed,Corvid,1,0
3SD,7,After Flood,Cool,Closed,Corvid,1,1
3SD,7,After Flood,Cool,Closed,Corvid,7,51
3SD,7,After Flood,Cool,Closed,Corvid,2,13
3SD,7,After Flood,Cool,Closed,Corvid,1,15
3SD,7,After Flood,Cool,Closed,Corvid,2,0
3SD,7,After Flood,Cool,Closed,LittleCrow,9,35
3SD,7,After Flood,Cool,Closed,LittleCrow,9,132
3SD,7,After Flood,Cool,Closed,Corvid,3,12
3SD,7,After Flood,Cool,Closed,Corvid,1,0
3SD,7,After Flood,Cool,Closed,Corvid,3,17
3SD,7,After Flood,Cool,Closed,Corvid,2,0
3SD,7,After Flood,Cool,Closed,LittleCrow,4,92
3SD,7,After Flood,Cool,Closed,Corvid,3,2
3SD,7,After Flood,Cool,Closed,Corvid,3,15
3SD,7,After Flood,Cool,Closed,Corvid,3,23
3SD,7,After Flood,Cool,Closed,Corvid,3,9
3SD,7,After Flood,Cool,Closed,Corvid,7,89
3SD,7,After Flood,Cool,Closed,Corvid,5,26
3SD,7,After Flood,Cool,Closed,Corvid,5,0
3SD,7,After Flood,Cool,Closed,Corvid,1,0
3SD,7,After Flood,Cool,Closed,Corvid,2,12
3SD,7,After Flood,Cool,Closed,LittleCrow,3,12
3SD,7,After Flood,Cool,Closed,Corvid,1,0
3SD,7,After Flood,Cool,Closed,Corvid,1,0
3SD,7,After Flood,Cool,Closed,Corvid,3,9
3SD,7,After Flood,Cool,Closed,Corvid,5,83
3SD,7,After Flood,Cool,Closed,Corvid,3,19
3SD,7,After Flood,Cool,Closed,Corvid,4,6
3SD,7,After Flood,Cool,Closed,Corvid,3,9
3SD,7,After Flood,Cool,Closed,Corvid,3,18
3SD,7,After Flood,Cool,Closed,Corvid,1,4
3SD,7,After Flood,Cool,Closed,Corvid,3,15
3SD,7,After Flood,Cool,Closed,LittleCrow,3,23
3SD,7,After Flood,Cool,Closed,Corvid,3,18
3SD,7,After Flood,Cool,Closed,Corvid,1,0
3SD,7,After Flood,Cool,Closed,Corvid,2,2
3SD,7,After Flood,Cool,Closed,Corvid,1,8
3SD,7,After Flood,Cool,Closed,Corvid,3,9
3SD,7,After Flood,Cool,Closed,Corvid,2,0
3SD,7,After Flood,Cool,Closed,Corvid,2,12
3SD,7,After Flood,Cool,Closed,Corvid,1,11
3SD,7,After Flood,Cool,Closed,Corvid,1,8
3SD,7,After Flood,Cool,Closed,Corvid,2,36
3SD,7,After Flood,Cool,Closed,Corvid,1,2
3SD,7,After Flood,Cool,Closed,Corvid,1,0
3SD,7,After Flood,Cool,Closed,Corvid,1,0
3SD,7,After Flood,Cool,Closed,Corvid,1,0
3SD,7,After Flood,Cool,Closed,Corvid,2,10
3SD,7,After Flood,Cool,Closed,Corvid,1,3
3SD,7,After Flood,Cool,Closed,LittleCrow,3,19
3SD,7,After Flood,Cool,Closed,Corvid,1,3
3SD,7,After Flood,Cool,Closed,Corvid,1,9
3SD,7,After Flood,Cool,Closed,Corvid,1,7
3SD,7,After Flood,Cool,Closed,Corvid,2,11
3SD,7,After Flood,Cool,Closed,Corvid,2,2
3SD,7,After Flood,Cool,Closed,Corvid,2,0
3SD,7,After Flood,Cool,Closed,Corvid,2,9
3SD,7,After Flood,Cool,Closed,Corvid,2,12
3SD,7,After Flood,Cool,Closed,Corvid,1,2
3SD,7,After Flood,Cool,Closed,Corvid,1,0
3SD,7,After Flood,Cool,Closed,Corvid,1,0
3SD,7,After Flood,Cool,Closed,LittleCrow,3,57
3SD,7,After Flood,Cool,Closed,LittleCrow,3,12
3SD,7,After Flood,Cool,Closed,Corvid,1,0
3SD,7,After Flood,Cool,Closed,Corvid,2,0
3SD,7,After Flood,Cool,Closed,Corvid,2,1
3SD,7,After Flood,Cool,Closed,Corvid,2,5
3SD,7,After Flood,Cool,Closed,Corvid,1,0
3SD,7,After Flood,Cool,Closed,Corvid,2,8
3SD,7,After Flood,Cool,Closed,Corvid,1,3
3SD,7,After Flood,Cool,Closed,Corvid,1,3
3SD,7,After Flood,Cool,Closed,Corvid,1,3
3SD,7,After Flood,Cool,Closed,Corvid,2,9
3SD,7,After Flood,Cool,Closed,Corvid,2,1
3SD,7,After Flood,Cool,Closed,Corvid,2,5
3SD,7,After Flood,Cool,Closed,Corvid,4,3
3SD,7,After Flood,Cool,Closed,Corvid,2,16
3SD,7,After Flood,Cool,Closed,Corvid,4,88
3SD,7,After Flood,Cool,Closed,Corvid,2,1
3SD,7,After Flood,Cool,Closed,Corvid,2,0
3SD,7,After Flood,Cool,Closed,Corvid,2,9
3SD,7,After Flood,Cool,Closed,Corvid,2,11
3SD,7,After Flood,Cool,Closed,Corvid,2,0
3SD,7,After Flood,Cool,Closed,Corvid,2,2
3SD,7,After Flood,Cool,Closed,Corvid,2,2
3SD,7,After Flood,Cool,Closed,Corvid,2,15
3SD,7,After Flood,Cool,Closed,Corvid,2,0
3SD,7,After Flood,Cool,Closed,Corvid,1,0
3SD,7,After Flood,Cool,Closed,Corvid,2,0
3SD,7,After Flood,Cool,Closed,Corvid,2,9
3SD,7,After Flood,Cool,Closed,Corvid,2,2
3SD,7,After Flood,Cool,Closed,Corvid,1,5
3SD,7,After Flood,Cool,Closed,Corvid,3,11
3SD,7,After Flood,Cool,Closed,Corvid,2,6
3SD,7,After Flood,Cool,Closed,Corvid,1,0
3SD,7,After Flood,Cool,Closed,Corvid,2,5
3SD,7,After Flood,Cool,Closed,Corvid,1,0
3SD,7,After Flood,Cool,Closed,Corvid,2,3
3SD,7,After Flood,Cool,Closed,Corvid,2,0
3SD,7,After Flood,Cool,Closed,Corvid,2,2
3SD,7,After Flood,Cool,Closed,Corvid,1,1
3SD,7,After Flood,Cool,Closed,Corvid,2,0
3SD,8,After Flood,Cool,Open,Corvid,3,16
3SD,8,After Flood,Cool,Open,Corvid,1,0
3SD,8,After Flood,Cool,Open,Corvid,3,9
3SD,8,After Flood,Cool,Open,Corvid,3,1
3SD,8,After Flood,Cool,Open,Corvid,2,2
3SD,8,After Flood,Cool,Open,Corvid,2,4
3SD,8,After Flood,Cool,Open,Corvid,1,0
3SD,8,After Flood,Cool,Open,Corvid,2,2
3SD,8,After Flood,Cool,Open,Corvid,1,0
3SD,8,After Flood,Cool,Open,Corvid,2,0
3SD,8,After Flood,Cool,Open,Corvid,2,1
3SD,8,After Flood,Cool,Open,Corvid,1,0
3SD,8,After Flood,Cool,Open,Corvid,1,0
3SD,8,After Flood,Cool,Open,Corvid,2,9
3SD,8,After Flood,Cool,Open,Corvid,2,3
3SD,8,After Flood,Cool,Open,Corvid,2,10
3SD,8,After Flood,Cool,Open,LittleCrow,3,13
3SD,8,After Flood,Cool,Open,Corvid,2,0
3SD,8,After Flood,Cool,Open,Corvid,2,1
3SD,8,After Flood,Cool,Open,LittleCrow,10,14
3SD,8,After Flood,Cool,Open,Corvid,1,0
3SD,8,After Flood,Cool,Open,LittleCrow,6,11
3SD,8,After Flood,Cool,Open,Corvid,2,1
3SD,8,After Flood,Cool,Open,Corvid,2,0
3SD,8,After Flood,Cool,Open,Corvid,2,5
3SD,8,After Flood,Cool,Open,Corvid,2,5
3SD,8,After Flood,Cool,Open,Corvid,2,9
3SD,8,After Flood,Cool,Open,Corvid,1,0
3SD,8,After Flood,Cool,Open,Corvid,1,0
3SD,8,After Flood,Cool,Open,Corvid,2,7
3SD,8,After Flood,Cool,Open,Corvid,2,0
3SD,8,After Flood,Cool,Open,Corvid,2,0
3SD,8,After Flood,Cool,Open,Corvid,1,0
3SD,8,After Flood,Cool,Open,Corvid,1,10
3SD,8,After Flood,Cool,Open,Corvid,2,0
3SD,8,After Flood,Cool,Open,Corvid,1,0
3SD,8,After Flood,Cool,Open,Corvid,1,0
3SD,8,After Flood,Cool,Open,Corvid,2,3
3SD,8,After Flood,Cool,Open,Corvid,1,0
3SD,8,After Flood,Cool,Open,Corvid,1,7
3SD,8,After Flood,Cool,Open,Corvid,1,0
3SD,8,After Flood,Cool,Open,Corvid,1,0
3SD,8,After Flood,Cool,Open,Corvid,2,2
3SD,8,After Flood,Cool,Open,Corvid,2,3
3SD,8,After Flood,Cool,Open,Corvid,1,19
3SD,8,After Flood,Cool,Open,Corvid,1,6
3SD,8,After Flood,Cool,Open,Corvid,2,0
3SD,8,After Flood,Cool,Open,Corvid,1,2
3SD,8,After Flood,Cool,Open,Corvid,1,8
3SD,8,After Flood,Cool,Open,Corvid,2,18
3SD,8,After Flood,Cool,Open,Corvid,2,9
3SD,8,After Flood,Cool,Open,Corvid,1,0
3SD,8,After Flood,Cool,Open,Corvid,2,14
3SD,8,After Flood,Cool,Open,Corvid,2,11
3SD,8,After Flood,Cool,Open,Corvid,2,4
3SD,8,After Flood,Cool,Open,Corvid,2,2
3SD,8,After Flood,Cool,Open,Corvid,2,8
3SD,8,After Flood,Cool,Open,Corvid,2,2
3SD,8,After Flood,Cool,Open,Corvid,2,5
3SD,8,After Flood,Cool,Open,Corvid,2,0
3SD,8,After Flood,Cool,Open,Corvid,1,0
3SD,8,After Flood,Cool,Open,LittleCrow,2,15
3SD,8,After Flood,Cool,Open,Corvid,1,1
3SD,8,After Flood,Cool,Open,LittleCrow,1,0
3SD,8,After Flood,Cool,Open,Corvid,2,8
3SD,8,After Flood,Cool,Open,Corvid,5,6
3SD,8,After Flood,Cool,Open,LittleCrow,5,17
3SD,8,After Flood,Cool,Open,Corvid,2,0
3SD,8,After Flood,Cool,Open,Corvid,2,0
3SD,9,After Flood,Cool,Closed,Corvid,1,0
3SD,9,After Flood,Cool,Closed,Corvid,2,0
3SD,9,After Flood,Cool,Closed,Corvid,2,0
3SD,9,After Flood,Cool,Closed,Corvid,1,0
3SD,9,After Flood,Cool,Closed,Corvid,1,0
3SD,9,After Flood,Cool,Closed,Corvid,2,15
3SD,9,After Flood,Cool,Closed,Corvid,2,3
3SD,9,After Flood,Cool,Closed,Corvid,1,0
3SD,9,After Flood,Cool,Closed,Corvid,1,0
3SD,9,After Flood,Cool,Closed,LittleCrow,2,14
3SD,9,After Flood,Cool,Closed,Corvid,2,12
3SD,9,After Flood,Cool,Closed,Corvid,2,1
3SD,9,After Flood,Cool,Closed,Corvid,1,0
3SD,9,After Flood,Cool,Closed,Corvid,1,0
3SD,9,After Flood,Cool,Closed,Corvid,2,2
3SD,9,After Flood,Cool,Closed,Corvid,2,11
3SD,9,After Flood,Cool,Closed,Corvid,2,1
3SD,9,After Flood,Cool,Closed,Corvid,2,22
3SD,9,After Flood,Cool,Closed,Corvid,2,35
3SD,9,After Flood,Cool,Closed,Corvid,2,2
3SD,9,After Flood,Cool,Closed,Corvid,1,4
3SD,9,After Flood,Cool,Closed,Corvid,1,4
3SD,9,After Flood,Cool,Closed,Corvid,3,25
3SD,9,After Flood,Cool,Closed,Corvid,2,7
3SD,9,After Flood,Cool,Closed,Corvid,1,0
3SD,9,After Flood,Cool,Closed,Corvid,2,3
3SD,9,After Flood,Cool,Closed,Corvid,1,0
3SD,9,After Flood,Cool,Closed,Corvid,2,3
3SD,9,After Flood,Cool,Closed,Corvid,1,1
3SD,9,After Flood,Cool,Closed,Corvid,1,0
3SD,9,After Flood,Cool,Closed,Corvid,2,7
3SD,9,After Flood,Cool,Closed,LittleCrow,2,4
3SD,9,After Flood,Cool,Closed,Corvid,1,0
3SD,9,After Flood,Cool,Closed,Corvid,2,7
3SD,9,After Flood,Cool,Closed,Corvid,1,3
3SD,9,After Flood,Cool,Closed,Corvid,1,0
3SD,9,After Flood,Cool,Closed,Corvid,1,1
3SD,9,After Flood,Cool,Closed,Corvid,2,20
3SD,9,After Flood,Cool,Closed,Corvid,3,11
3SD,9,After Flood,Cool,Closed,Corvid,1,0
3SD,9,After Flood,Cool,Closed,Corvid,2,4
3SD,9,After Flood,Cool,Closed,Corvid,2,0
3SD,9,After Flood,Cool,Closed,Corvid,1,0
3SD,9,After Flood,Cool,Closed,LittleCrow,2,0
3SD,9,After Flood,Cool,Closed,Corvid,1,5
3SD,9,After Flood,Cool,Closed,Corvid,1,0
3SD,9,After Flood,Cool,Closed,Corvid,2,0
3SD,9,After Flood,Cool,Closed,Corvid,1,1
3SD,9,After Flood,Cool,Closed,Corvid,2,4
3SD,9,After Flood,Cool,Closed,Corvid,1,0
3SD,9,After Flood,Cool,Closed,Corvid,1,0
3SD,9,After Flood,Cool,Closed,Corvid,1,0
3SD,9,After Flood,Cool,Closed,Corvid,2,0
3SD,9,After Flood,Cool,Closed,Corvid,2,0
3SD,9,After Flood,Cool,Closed,Corvid,1,0
3SD,9,After Flood,Cool,Closed,Corvid,2,0
3SD,9,After Flood,Cool,Closed,Corvid,1,0
3SD,9,After Flood,Cool,Closed,LittleCrow,3,3
3SD,9,After Flood,Cool,Closed,Corvid,2,0
3SD,9,After Flood,Cool,Closed,Corvid,2,18
3SD,9,After Flood,Cool,Closed,Corvid,1,0
3SD,9,After Flood,Cool,Closed,Corvid,1,0
3SD,9,After Flood,Cool,Closed,Corvid,1,0
3SD,9,After Flood,Cool,Closed,Corvid,2,5
3SD,9,After Flood,Cool,Closed,Corvid,4,6
3SD,9,After Flood,Cool,Closed,Corvid,2,9
3SD,9,After Flood,Cool,Closed,Corvid,2,0
3SD,9,After Flood,Cool,Closed,LittleCrow,2,24
3SD,9,After Flood,Cool,Closed,Corvid,2,3
3SD,9,After Flood,Cool,Closed,Corvid,2,10
3SD,9,After Flood,Cool,Closed,Corvid,4,7
3SD,9,After Flood,Cool,Closed,Corvid,1,7
3SD,9,After Flood,Cool,Closed,Corvid,2,2
3SD,9,After Flood,Cool,Closed,Corvid,1,0
3SD,9,After Flood,Cool,Closed,Corvid,1,0
3SD,9,After Flood,Cool,Closed,Corvid,1,0
3SD,9,After Flood,Cool,Closed,Corvid,2,0
3SD,9,After Flood,Cool,Closed,Corvid,1,0
3SD,9,After Flood,Cool,Closed,LittleCrow,1,0
3SD,9,After Flood,Cool,Closed,Corvid,2,17
3SD,9,After Flood,Cool,Closed,Corvid,1,0
3SD,9,After Flood,Cool,Closed,Corvid,1,0
3SD,9,After Flood,Cool,Closed,Corvid,1,0
3SD,9,After Flood,Cool,Closed,Corvid,2,12
3SD,9,After Flood,Cool,Closed,Corvid,1,6
3SD,9,After Flood,Cool,Closed,Corvid,1,0
3SD,9,After Flood,Cool,Closed,Corvid,1,0
3SD,9,After Flood,Cool,Closed,Corvid,1,0
3SD,9,After Flood,Cool,Closed,Corvid,2,5
3SD,9,After Flood,Cool,Closed,Corvid,1,0
3SD,9,After Flood,Cool,Closed,Corvid,1,0
3SD,9,After Flood,Cool,Closed,Corvid,2,0
3SD,9,After Flood,Cool,Closed,Corvid,2,3
3SD,9,After Flood,Cool,Closed,Corvid,1,0
3SD,9,After Flood,Cool,Closed,Corvid,1,1
3SD,9,After Flood,Cool,Closed,Corvid,1,0
3SD,9,After Flood,Cool,Closed,LittleCrow,1,0
3SD,9,After Flood,Cool,Closed,Corvid,1,1
3SD,9,After Flood,Cool,Closed,Corvid,1,5
3SD,9,After Flood,Cool,Closed,Corvid,2,0
3SD,9,After Flood,Cool,Closed,Corvid,1,3
3SD,9,After Flood,Cool,Closed,Corvid,1,0
3SD,9,After Flood,Cool,Closed,Corvid,1,0
3SD,9,After Flood,Cool,Closed,Corvid,1,0
3SD,9,After Flood,Cool,Closed,Corvid,1,21
3SD,9,After Flood,Cool,Closed,Corvid,2,11
3SD,9,After Flood,Cool,Closed,Corvid,2,14
3SD,9,After Flood,Cool,Closed,Corvid,2,4
3SD,9,After Flood,Cool,Closed,Corvid,1,0
3SD,9,After Flood,Cool,Closed,Corvid,1,1
3SD,9,After Flood,Cool,Closed,Corvid,1,0
3SD,9,After Flood,Cool,Closed,Corvid,1,0
3SD,9,After Flood,Cool,Closed,Corvid,1,0
3SD,9,After Flood,Cool,Closed,Corvid,1,7
3SD,9,After Flood,Cool,Closed,Corvid,1,0
3SD,9,After Flood,Cool,Closed,Corvid,1,0
3SD,9,After Flood,Cool,Closed,Corvid,2,1
3SD,9,After Flood,Cool,Closed,Corvid,2,0
3SD,9,After Flood,Cool,Closed,Corvid,1,0
3SD,9,After Flood,Cool,Closed,Corvid,2,0
3SD,10,After Flood,Cool,Closed,Corvid,1,18
3SD,10,After Flood,Cool,Closed,Corvid,1,0
3SD,10,After Flood,Cool,Closed,Corvid,2,4
3SD,10,After Flood,Cool,Closed,Corvid,2,4
3SD,10,After Flood,Cool,Closed,Corvid,1,8
3SD,10,After Flood,Cool,Closed,LittleCrow,2,19
3SD,10,After Flood,Cool,Closed,Corvid,1,0
3SD,10,After Flood,Cool,Closed,Corvid,2,3
3SD,10,After Flood,Cool,Closed,Corvid,2,2
3SD,10,After Flood,Cool,Closed,Corvid,1,0
3SD,10,After Flood,Cool,Closed,Corvid,8,8
3SD,10,After Flood,Cool,Closed,Corvid,6,33
3SD,10,After Flood,Cool,Closed,Corvid,4,4
3SD,10,After Flood,Cool,Closed,Corvid,6,18
3SD,10,After Flood,Cool,Closed,LittleCrow,5,19
3SD,10,After Flood,Cool,Closed,Corvid,1,4
3SD,10,After Flood,Cool,Closed,Corvid,7,2
3SD,10,After Flood,Cool,Closed,Corvid,1,0
3SD,10,After Flood,Cool,Closed,LittleCrow,9,21
3SD,10,After Flood,Cool,Closed,Corvid,2,0
3SD,10,After Flood,Cool,Closed,LittleCrow,3,6
3SD,10,After Flood,Cool,Closed,Corvid,3,17
3SD,10,After Flood,Cool,Closed,Corvid,3,0
3SD,10,After Flood,Cool,Closed,Corvid,2,6
3SD,10,After Flood,Cool,Closed,Corvid,2,10
3SD,10,After Flood,Cool,Closed,LittleCrow,5,10
3SD,10,After Flood,Cool,Closed,Corvid,4,22
3SD,10,After Flood,Cool,Closed,Corvid,2,8
3SD,10,After Flood,Cool,Closed,Corvid,2,7
3SD,10,After Flood,Cool,Closed,Corvid,1,0
3SD,10,After Flood,Cool,Closed,Corvid,1,0
3SD,10,After Flood,Cool,Closed,Corvid,1,0
3SD,10,After Flood,Cool,Closed,Corvid,1,0
3SD,10,After Flood,Cool,Closed,Corvid,1,0
3SD,10,After Flood,Cool,Closed,Corvid,1,0
